Unnamed: 0,100,Unnamed: 2,Unnamed: 3,Unnamed: 4,100.1,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134
,,29.0,rajanb,8.0,,,*PvP achievements CANNOT be rolled if your CS is below 0 ,,,,,,,KingConn,Heads Run,,,,,,1,,Retsu,Cybarian,,MINICHEF,,#Snake2 DX: Reawakening,,Transpire,,Another Perspective,,,,1,,,,,,,,,,,,,,,,,Schmole,Action Henk,,4X4,,,,1,,,,,,,,,,,,,,,,Rainbow,Maiden and Spell,,,,,03/23,Now,,,,,,,,,,,,,CraziiPanduh,Riptale,,,,,03/02,Now,,Natalie,,,,,,,,,,,,,Gooey,Chippy,,Bullet Hell,12/02,*,,,,,,,,,,,
,,29.0,Bladier,8.0,,,,,,,,,,Schmole,Almost There: The Platformer,,,,,,1,,rajanb,UBERMOSH:OMEGA,,Flipon,,Crucible,,Alien Removal Division,,Pixboy,,,,1,,,,,,,,,,,,,,,,,cos65535,Trace Vector,,Electronic Super Joy,,,,1,,,,,,,,,,,,,,,,Zawy,OlliOlli World,,,,,03/24,Now,,,,,,,,,,,,,idfk again,Super Meat Boy,,,,,03/02,Now,,T1,Arcade,TYPECAST,,,,0.0,No,07/28,08/04,Now,,,,,,,,,,,,,,,,,,,
,,29.0,FluffyFeLuca,8.0,,,,,,,,,,wantarou,Super Chibi Knight,,,,,,1,,Cirpacha,Akane,,Tile Tale,,Crucible,,INDUSTRIA,,Burn It Down,,,,1,,Name,Action,,Strategy,,Bullet Hell,,First-Person,,Platformer,,Rolled on,Can re-roll on,Complete by,,Natalie,Shmups Skill Test,,Within the blade,,,,1,,,,,,,,,,,,,,,,kaley,Peggle Deluxe,,,,,03/29,Now,,,,,,,,,,,,,Reinhardt 6,I wanna be the Cat,,,,,04/10,Now,,T2,,,,,,,,,,,,,Razman,Desktop Dungeons,,Strategy,12/02,*,,,,,,,,,,,
,,29.0,Athena,8.0,,,,,,,,,,Gyavenson,Eat Colors,,,,,,1,,SUM10,DEATHRUN TV,,Evergarden,<- (Strategy),Rheum,,God Damn The Garden,,Darkour,,,,1,,Natalie,,,,,,,,,,,09/26/2023,Now,10/24/2023,,Cirpacha,Quantum Conundrum,,Action Henk,,,,1,,,,,,,,,,,,,,,,Zelda,Skul the Hero Slayer,,,,,04/10,Now,,,,,,,,,,,,,,,,,,,,,,T3,,,,,,,,,,,,,Yesn't,HYPER DEMON,,First Person,12/02,*,,,,,,,,,,,
,,29.0,Kebarvu,8.0,,,Locked Rolls:,,,,,,,emma,Thrill Penguin,,,,,,1,,Tired,Peggle Extreme,<- (Strategy),Sharpshooter Plus,,Prologue for a Vacant Kingdom,,High Hell,,Big FLAPPY Tower VS Tiny Square,,,,1,,Game 1,Wraithslayer,,Tile Tale,,Dark Old Sun,,Aerial Platforms,,Tightrope Theatre,,,,,,Uzzbuzz,Robbie Swifthand and the Orb of Mysteries,,Supercharged Robot VULKAISER,,,,1,,,,,,,,,,,,,,,,Kostucha,Pawarumi,,,,,04/10,Now,,,,,,,,,,,,,,,,,,,,,,T4,,,,,,,,,,,,,Achrotone,Bhop Craze,,First Person,12/02,*,,,,,,,,,,,
,,30.0,Sr. Douglas,6.0,,,A Bastard's Tale,,,,,,,Sp1nz,Duke Dashington,,,,,,1,,AkaraWa,Lost Potato,,Whackerball,,Ellipsis,,Superliminal,,Dino Run DX,,,,1,,Game 2,Cybarian: The Time Travelling Warrior,,XANDO: Xtreme & Over the Top,,VECTORLORD,,Spelldash,,Cloud Escape,,,,,,SUM10,OVERWHELM,,Spitkiss,,,,1,,,,,,,,,,,,,,,,Aergis,Crash Bandicoot 4,,,,,04/10,Now,,,,,,,,,,,,,andy,Gurumin,,,,,04/10,Now,,,,,,,,,,,,,,,Reinhardt,Devil Daggers,,First Person,12/02,*,,,,,,,,,,,
,,31.0,Actor-river,5.0,,,A Most Extraordinary Gnome,,,,,,,calypso,Head's Run,,,,,,1,,,,,,,,,,,,,,,,,Game 3,Dizzy Rogues,,Pushcat,,LinearShooter Remixed,,God Damn The Garden,,Donut Dodo,,,,,,Jonus,Alwa's Awakening,,Atomik: RunGunJumpGun,,,,1,,,,,,,,,,,,,,,,Bladier,Cursed Castilla,,,,,04/10,Now,,,,,,,,,,,,,Nashix,I wanna be The Cat,,,,,04/10,Now,,,,,,,,,,,,,,,NiceStickman,Devil Daggers,,First Person,12/02,*,,,,,,,,,,,
,,31.0,kaley,5.0,,,Bot Vice,,,,,,,NEX,Savant - Ascent,,,,,,1,,,,,,,,,,,,,,,,,Game 4,Bananner Nababber,,Fingered,,The Treehouse Man,,Heroine of the Sniper,,Element4l,,,,,,MrCooper,Devil Spire,,Innoquous 5,,,,1,,,,,,,,,,,,,,,,CraziiPanduh,Skybolt Zack,,,,,04/13,Now,,,,,,,,,,,,,FlashStep,Odium to the Core,,,,,04/10,Now,,,,,,,,,,,,,,,Flop,Spelunky 2,,Arcade,12/02,*,,,,,,,,,,,
,,31.0,Vnednek,5.0,,,Curvatron,,,,,,,andy,GoNNER,,,,,,1,,,,,,,,,,,,,,,,,Game 5,Dispersio 2,,Evergarden,,Marimoth,,Well...,,Kill the Plumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bladier,VVVVVV,,,,,04/10,Now,,,,,,,,,,,,,,,Pralkarz,NOISZ,,Bullet Hell,12/02,*,,,,,,,,,,,
,,32.0,irrealis,4.0,,,Dark Souls III,,,,,,,Vnednek,SPROUT,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,idfk again,Hopiko,,,,,05/02,Now,,,,,,,,,,,,,Qrowe,Trackmania Stadium,,,,,04/15,Now,,,,,,,,,,,,,,,FlashStep,N++,,Platformer,12/02,*,,,,,,,,,,,
,,32.0,8Nirp,4.0,,,Destructivator 2,,,,,,,CraziiPanduh,Pirate Pop Plus,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flop,Furi,,,,,05/10,Now,,,,,,,,,,,,,Retsu,Fantastic Danmaku Festival Part II,,,,,04/17,Now,,,,,,,,,,,,,,,Desert Stream,Crimzon Clover WORLD EXPLOSION,,Bullet Hell,12/02,*,,,,,,,,,,,
,,32.0,Blizzy,4.0,,,DSY,,,,,,,1Kick234,Super Dream Dasher,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor-river,Skul: The Hero Slayer,,,,,05/21,Now,,,,,,,,,,,,,Aergis,DUSK,,,,,04/17,Now,,,,,,,,,,,,,,,てんのみかさ,Devil Daggers,,First Person,12/02,*,,,,,,,,,,,
,,32.0,Shiny,4.0,,,Geballer,,,,,,,FluffyFeLuca,C-4,,,,,,1,,,,,,,,,,,,,,,,,Name,Action,,Arcade,,Bullet Hell,,First-Person,,Platformer,,Rolled on,Can re-roll on,Complete by,,,,,,,,,,,,,,,,,,,,,,,,,Pralkarz,OlliOlli World,,,,,06/12,Now,,,,,,,,,,,,,Shiny,Ys Origin,,,,,04/18,Now,,,,,,,,,,,,,,,SUM10,HYPER DEMON,,First Person,12/02,Now,,,,,,,,,,,
,,32.0,Snifidy,4.0,,,Gravity Den,,,,,,,UzzBuzz,Super Hamster Ball,,,,,,1,,,,,,,,,,,,,,,,,Thatguy,,,,,,,,,,,06/30/2023,Now,07/28/2023,,,,,,,,,,,,,,,,,,,,,,,,,Retsu,Super Robot Jump Jump,,,,,6/27,Now,,,,,,,,,,,,,Snifidy,∀kashicverse -Malicious Wake-,,,,,04/21,Now,,,,,,,,,,,,,,,spinz,Bunny Hop: Eggstreme,,First Person,12/02,*,,,,,,,,,,,
,,32.0,Gaphodil,4.0,,,Gridform,,,,,,,cos65535,Eat Colors,,,,,,1,,,,,,,,,,,,,,,,,Game 1,METAL SLUG X,,Eggy,,#Snake2 DX: Reawakening,,High Hell,,Spectraball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crappy,Scourgebringer,,,,,07/14,Now,,,,,,,,,,,,,Velocity,Trackmania United Forever,,,,,06/01,Now,,,,,,,,,,,,,,,SakumaDrops,Celeste,,Platformer,12/02,*,,,,,,,,,,,
,,32.0,Jonus,4.0,,,Heck Deck,,,,,,,SomeMugger,Pixboy,,,,,,1,,,,,,,,,,,,,,,,,Game 2,Driven Out,,Flywrench,,PuPaiPo Space Deluxe,,Neon Boost,,Salmon Ninja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cirpacha,Hopiko,,,,,07/18,Now,,,,,,,,,,,,,SakumaDrops,Bullet Hell Monday,,,,,06/18,Now,,,,,,,,,,,,,,,Kyara,Devil Daggers,,First Person,12/02,*,,,,,,,,,,,
,,32.0,Rynoop,4.0,,,ITTA,,,,,,,Mini1burger,Find You,,,,,,1,,,,,,,,,,,,,,,,,Game 3,Cyjin: The Cyborg Ninja,,The Next Penelope,,Blast Rush Classic,,Spelldash,,Demon Go!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert Stream (DesertCH),Space Invaders Extreme,,,,,07/18,Now,,,,,,,,,,,,,Desert Stream (DesertCH),Rhythm Journey,,,,,07/10,Now,,,,,,,,,,,,,,,RanDoom,Hollow Knight,,Action,12/02,*,,,,,,,,,,,
,,33.0,Joker,3.0,,,Just Arms,,,,,,,Natalie,Mega Serval,,,,,,7,,,,,,,,,,,,,,,,,Game 4,Gunborg: Dark Matters,,Crazy Taxi,,Jet Buster,,Heroine of the Sniper,,LOVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renda,Pawnbarian,,,,,08/28,Now,,,,,,,,,,,,,Flop,Spin Rhythm XD,,,,,07/11,Now,,,,,,,,,,,,,,,Cheby,HyperRogue,,Strategy,12/02,*,,,,,,,,,,,
,,33.0,Jarvis,3.0,,,LaserBoy,,,,,,,nemesis,Savant - Ascent,,,,,,1,,,,,,,,,,,,,,,,,Game 5,Wraithslayer,,Vectronom,,VECTORLORD,,Well...,,Ascent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SakumaDrops,Nuclear Throne,,,,,08/28,Now,,,,,,,,,,,,,MrCooper,Crashlands,,,,,07/11,Now,,,,,,,,,,,,,,,Newfi Cheese,Tanuki Justice,,Action,12/02,*,,,,,,,,,,,
,,34.0,Owl,2.0,,,Little Nightmares,,,,,,,Uribo,Prompt,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folkius,Hoppup!,,,,,08/28,Now,,,,,,,,,,,,,Nihen,Rage in Peace,,,,,07/12,Now,,Name,Category,Game,,,,,,,,Completions,,,nemesis2119 (yollchangkawaii),Bunny Hop: Eggstreme,,First Person,12/02,*,,,,,,,,,,,
,,34.0,Snifidy,2.0,,,MO:Astray,,,,,,,rajanb,Heroine of the Sniper,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jonus,Jigoku Kisetsukan: Sense of the Seasons,,,,,09/10,Now,,,,,,,,,,,,,Loyaldeath,XCOM 2,,,,,07/14,Now,,Wantarou,,,,,,,,,,1,,,Blizzy,Chippy,,Bullet Hell,12/02,*,,,,,,,,,,,
,,34.0,Feuzaed,2.0,,,MOONPONG,,,,,,,Joker,Cosmophony,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NiceStickman,Touhou Shinreibyou: Ten Desires,,,,,09/12,Now,,,,,,,,,,,,,Leaf,SCP: Containment Breach Multiplayer,,,,,07/14,Now,,T1,Bullet Hell,Iwate Mountain Dance,,,,,,,,,,,Tater,Shiren the Wanderer,,Strategy,12/02,*,,,,,,,,,,,
,,34.0,Lake,2.0,,,Mortal Shell,,,,,,,shiba,Spingun,,,,,,1,,,,,,,,,,,,,,,,,Name,Action,,Strategy,,Bullet Hell,,First-Person,,Platformer,,Rolled on,Can re-roll on,Complete by,,,,,,,,,,,,,,,,,,,,,,,,,Nimportnawak,Eggcelerate! to the North Pole,,,,,09/12,Now,,,,,,,,,,,,,Crappy,Splasher,,,,,07/14,Now,,T2,Arcade,Astrodogs,,,,,,,,,,,Desticler,Desktop Dungeons,,Strategy,12/02,*,,,,,,,,,,,
,,34.0,NiceStickman,2.0,,,Overture,,,,,,,Nuepiyoo,Neon Boost,,,,,,1,,,,,,,,,,,,,,,,,Rajanb,,,,,,,,,,,06/30/2023,Now,07/28/2023,,,,,,,,,,,,,,,,,,,,,,,,,Nihen,Maiden and Spell,,,,,09/22,Now,,,,,,,,,,,,,,,,,,,,,,T3,Action,Bleed,,,,,,,,,,,Joker,Tanuki Justice,,Action,12/02,*,,,,,,,,,,,
,,34.0,MrCooper,2.0,,,Project Rhombus,,,,,,,Jarvis,Burn It Down,RITE,,,,,2,,,,,,,,,,,,,,,,,Game 1,Cyjin: The Cyborg Ninja,,Pushcat,,Ellipsis,,High Hell,,Spectraball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natalie,HoPiKo,,,,,09/25,Now,,,,,,,,,,,,,Folkius,Raiden IV: Overkill,,,,,07/24,Now,,T4,Platformer,Angry Video Game Nerd Adventures,,,,,,,,,,,Nikocha,Celeste,,Platformer,12/02,*,,,,,,,,,,,
,,34.0,Ben,2.0,,,Satryn Deluxe,,,,,,,Breed,Pivvot,,,,,,1,,,,,,,,,,,,,,,,,Game 2,Void Prison,,A healer only heals twice,,ITTA,,Aerial Platforms,,Crumble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Razman,Ys: The Oath in Felghana,,,,,10/06,Now,,,,,,,,,,,,,Jonus,Vault of the Void,,,,,08/10,Now,,,,,,,,,,,,,,,karaage,APE OUT,,Action,12/02,*,,,,,,,,,,,
,,34.0,Samiversal,2.0,,,SEUM,,,,,,,Zalolo,Heads Run,,,,,,1,,,,,,,,,,,,,,,,,Game 3,Dizzy Rogues,,Evergarden,,Marimoth,,Spelldash,,Charge Kid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo.,Devil May Cry 5,,,,,11/09,Now,,,,,,,,,,,,,rajanb,Peggle Nights,,,,,08/10,Now,,,,,,,,,,,,,,,Ellie (silverstrawb),Spelunky 2,,Arcade,12/02,*,,,,,,,,,,,
,,35.0,Gyavenson,1.0,,,Squidlit,,,,,,,Retsu,Charge Kid,,,,,,1,,,,,,,,,,,,,,,,,Game 4,Driven Out,,XANDO: Xtreme & Over the Top,,RAIN Project,,INDUSTRIA,,Burn It Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jarvis,BETON BRUTAL,,,,,11/11,Now,,,,,,,,,,,,,Ramia,Bullet Hell Monday,,,,,08/28,Now,,,,,,,,,,,,,,,Kanra,Chippy,,Bullet Hell,12/02,Now,,,,,,,,,,,
,,35.0,Sp1nz,1.0,,,Super Cable Boy,,,,,,,kaley,Neon Boost,,,,,,1,,,,,,,,,,,,,,,,,Game 5,METAL SLUG X,,Peggle Extreme,,Rheum,,Transpire,,LOVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emma,Touhou Chireiden - Subterranean Animism,,,,,11/16,Now,,,,,,,,,,,,,SU56,Nosferatu Lilinor,,,,,08/28,Now,,Name,Category,Game,,,,,,,,Completions,,,Snifidy,Gundemonium Recollection,,Bullet Hell,12/02,*,,,,,,,,,,,
,,35.0,NEX,1.0,,,The King's Bird,,,,,,,JayJay,The Treehouse Man,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Achrotone,Yamafuda! 2nd Station,,,,,11/22,Now,,,,,,,,,,,,,shiba,Rabi-Ribi,,,,,08/28,Now,,Legion,,,,,,,,,,1,,,Shiny,HYPER DEMON,,First Person,12/02,*,,,,,,,,,,,
,,35.0,Vnednek,1.0,,,you have to win the game,,,,,,,8Nirp,Pixboy,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelium,BETON BRUTAL,,,,,01/06,Now,,,,,,,,,,,,,NiceStickman,Wings of Vi,,,,,09/12,Now,,T1,Arcade,Russian Subway Dogs,,,,,,,,,,,Dart Monkey (juice),Celeste,,Platformer,12/02,*,,,,,,,,,,,
,,35.0,JayJay,1.0,,,Heavy Bullets,,,,,,,Athena,Void Prison,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AkaraWa,Reverse X Reverse,,,,,02/01,Now,,,,,,,,,,,,,8Nirp,Stickit,,,,,09/12,Now,,T2,Platformer,Cloak and Dasher,,,,,,,,,,,Apollo,Desktop Dungeons,,Strategy,12/02,*,,,,,,,,,,,
,,35.0,Vantier,1.0,,,Barrier X,,,,,,,Cirpacha,Bananner Nababber,,,,,,1,,,,,,,,,,,,,,,,,Name,Action,,Arcade,,Bullet Hell,,First-Person,,Platformer,,Rolled on,Can re-roll on,Complete by,,,,,,,,,,,,,,,,,,,,,,,,,Koolboom,Kick Bastards,,,,,02/05,Now,,,,,,,,,,,,,てんのみかさ,One Finger Death Punch,,,,,09/15,Now,,T3,Bullet Hell,ALLTYNEX Second,,,,,,,,,,,Jonus,Hollow Knight,,Action,12/02,*,,,,,,,,,,,
,,35.0,Crappy,1.0,,,,,,,,,,Koolboom,Milli & Greg,,,,,,1,,,,,,,,,,,,,,,,,LoyalDeath,,,,,,,,,,,02/06/2023,Now,03/06/2023,,,,,,,,,,,,,,,,,,,,,,,,,ぎょーざ,Hellsinker.,,,,,02/25,Now,,,,,,,,,,,,,Pralkarz,Strikers 1945,,,,,10/08,Now,,T4,Action,Gurumin: A Monstrous Adventure,,,,,,,,,,,Rajanb,Celeste,,Platformer,12/02,*,,,,,,,,,,,
,,35.0,Rainbow,1.0,,,,,,,,,,Pralkarz,SPINGUN,,,,,,1,,,,,,,,,,,,,,,,,Game 1,Mega Serval,,Aliens Go Home Run,,Jet Buster,,Heroine of the Sniper,,Braid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanra,Wrack,,,,,03/05,Now,,,,,,,,,,,,,Jarvis,Giana Sisters: Twisted Dreams,,,,,11/11,Now,,,,,,,,,,,,,,,Renda,NOISZ,,Bullet Hell,12/02,*,,,,,,,,,,,
,,35.0,Pig,1.0,,,,,,,,,,Crappy,Aliens Go Home Run,,,,,,1,,,,,,,,,,,,,,,,,Game 2,Cyjin: The Cyborg Ninja,,BARRIER X,,Rheum,,Neon Boost,,panGEMic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leaf,Little Noah: Scion of Paradise,,,,,03/06,Now,,,,,,,,,,,,,nemesis,Vault of the Void,,,,,11/23,Now,,,,,,,,,,,,,,,Jarvis,Hollow Knight,,Action,12/02,Now,,,,,,,,,,,
,,35.0,mbed,1.0,,,,,,,,,,Rainbow,Transpire,,,,,,1,,,,,,,,,,,,,,,,,Game 3,Gunborg: Dark Matters,,Safety First,,RefleX,,Lovely Planet Arcade,,Panic Porcupine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fireball,Touhou Kouryudou - Unconnected Marketeers,,,,,12/22,Now,,,,,,,,,,,,,karaage,Super Meat Boy Forever,,,,,11/23,Now,,,,,,,,,,,,,,,Gelium,Kreedz Climbing,,First Person,12/02,*,,,,,,,,,,,
,,35.0,RanDoom,1.0,,,,,,,,,,Pig,VECTORLORD,,,,,,1,,,,,,,,,,,,,,,,,Game 4,Mini Ghost,,Tetradecagon,,PuPaiPo Space Deluxe,,Lovely Planet,,"Quickly, Quackley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MrCooper,Super House of Dead Ninjas,,,,,11/26,Now,,Name,Category,Game,,,,,,,,Completions,,,CraziiPanduh,Gundemonium Recollection,,Bullet Hell,12/02,*,,,,,,,,,,,
,,35.0,The Russian Tanker,1.0,,,,,,,,,,SUM10,Heads Run,,,,,,1,,,,,,,,,,,,,,,,,Game 5,Cybarian,,Fortix,,ASTRONAUTILUS,,Slender: The Arrival,,Get-A-Grip Chip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sartoonel,XCOM 2,,,,,06/18,Now,,,,,,,,,,,,,Razman,KILLRUN,,,,,12/05,Now,,Leaf,,,,,,,,,,1,,,tired,Bunny Hop: Eggstreme,,First Person,12/02,*,,,,,,,,,,,
,,35.0,water,1.0,,,,,,,,,,Jonus,Burn It Down,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legion,Tobari and the Night of the Curious Moon,,,,,06/19,Now,,,,,,,,,,,,,Owl,Bunny Hop League,,,,,12/05,Now,,T1,Bullet Hell,#Snake2 DX: Reawakening,,,,,,,,,,,Scarlet,Cloudberry Kingdom,,Platformer,12/02,*,,,,,,,,,,,
,,35.0,Brendan,1.0,,,,,,,,,,RanDoom,Tick Tack Puppet,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,てんのみかさ,Mute Crimson+,,,,,06/23,Now,,,,,,,,,,,,,Renda,TAGLINE,,,,,12/05,Now,,T2,Platformer,Alwa's Awakening,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35.0,Desert Stream (DesertCH),1.0,,,,,,,,,,NiceStickman,Lorera,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Owl,Mute Crimson+,,,,,06/29,Now,,,,,,,,,,,,,ZALOLO,Monster Train,,,,,12/21,Now,,T3,Arcade,One Step From Eden,,,,,,,,,,,MEGA,Bob Was Hungry,,Platformer,12/02,*,,,,,,,,,,,
,,35.0,Fireball,1.0,,,,,,,,,,tired,Ducks Can Drive,,,,,,1,,,,,,,,,,,,,,,,,Name,Action,,Arcade,,Bullet Hell,,First-Person,,Platformer,,Rolled on,Can re-roll on,Complete by,,,,,,,,,,,,,,,,,,,,,,,,,MrCooper,Ori and the Will of the Wisps,,,,,07/05,Now,,,,,,,,,,,,,Koolboom,Necrosphere,,,,,12/21,Now,,T4,Action,Riptale,,,,,,,,,,,Kingconn,NOISZ,,Bullet Hell,2/29,Now,,,,,,,,,,,
,,36.0,karaage,0.0,,,,,,,,,,Ramia,Heroine of the Sniper,,,,,,1,,,,,,,,,,,,,,,,,Emma,,,,,,,,,,,03/19/2023,Now,04/19/2023,,,,,,,,,,,,,,,,,,,,,,,,,Kyara,Witcheye,,,,,07/13,Now,,,,,,,,,,,,,emma,Sunblaze,,,,,12/21,Now,,,,,,,,,,,,,,,Wantarou,Chippy,,Bullet Hell,04/09,Now,,,,,,,,,,,
,,36.0,idfk again,0.0,,,,,,,,,,kiehi,Gunborg: Dark Matters,,,,,,1,,,,,,,,,,,,,,,,,Game 1,Bananner Nababber,,oO,,Ellipsis,,Alien Removal Division,,Find You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tettrum,Trackmania² Lagoon,,,,,07/20,Now,,,,,,,,,,,,,Fireball,One Finger Death Punch,,,,,12/22,Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36.0,Alan Quake,0.0,,,,,,,,,,AkaraWA,Ducks Can Drive,,,,,,1,,,,,,,,,,,,,,,,,Game 2,Destructivator 2,,Deneb,,RefleX,,Neon Boost,,Fork Parker's Holiday Profit Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanctuspaladin,Trackmania Nations Forever,,,,,07/30,Now,,,,,,,,,,,,,Schmole,Stickit,,,,,12/22,Now,,,,,,,,,,,,,,,JayJay,Dustforce DX,,Platformer,06/05,Now,,,,,,,,,,,
,,36.0,Gloom,0.0,,,,,,,,,,Owl,Shipped,Heads Run,,,,,2,,,,,,,,,,,,,,,,,Game 3,Savant Ascent,,Singled Out,,Blazend,,Lovely Planet,,One Gun Guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not2Dey,Reverse X Reverse,,,,,08/01,Now,,,,,,,,,,,,,Gelium,Trackmania United Forever,,,,,01/06,Now,,Name,Category,Game,,,,,,,,Completions ,,,Tettrum,Katana ZERO,,Action,06/16,Now,,,,,,,,,,,
,,36.0,Electrolyte99,0.0,,,,,,,,,,The Russian Tanker,Bananner Nababber,,,,,,1,,,,,,,,,,,,,,,,,Game 4,Cyjin: the Cyborg Ninja,,BARRIER X,,Jet Buster,,Transpire,,Eraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nund,Maiden and Spell,,,,,08/01,Now,,,,,,,,,,,,,nuepiyoo,DOOM Eternal,,,,,01/17,Now,,Nuepiyoo,,,,,,,,,,1,,,actor-river,Crimzon Clover WORLD EXPLOSION,,Bullet Hell,07/03,Now,,,,,,,,,,,
,,36.0,Sniba,0.0,,,,,,,,,,MrCooper,Save the Reactor,,,,,,1,,,,,,,,,,,,,,,,,Game 5,UBERMOSH: OMEGA,,sunny-place,,Prologue for a Vacant Kingdom,,Lovely Planet Arcade,,Super Hamster Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brendan,Hextech Mayhem,,,,,08/03,Now,,,,,,,,,,,,,Zawy,Sunblaze,,,,,01/29,Now,,T1,Bullet Hell,The Treehouse Man,,,,,,,,,,,Kebarvu,Chippy,,Bullet Hell,07/03,Now,,,,,,,,,,,
